There’s nothing like #GameDay in Nebraska. Let’s go #Huskers! #GBR https://t.co/jOMD4pd4ua
Gave an update on the #Senate to a full house at the #NebraskaBreakfast this morning. #LoveNE #Tradition https://t.co/sJcKxf6KK7
RT @KipEideberg: Thank you @SenatorFischer for meeting with AEM member @CLAAS_America to talk about importance of equipment manufacturing i…
Important read in @OWHOpinion today on nuclear modernization and its critical role in keeping Americans safe: https://t.co/h7WfhN3C9i
"Though threats to our way of life have &amp; will continue to evolve, our enduring commitment to defending freedom will never waver #NeverForget"
"NE is honored to host the @US_Stratcom, &amp; we are proud of the excellent work they did during the attacks of 9/11 to protect our country."
At 1:50PM #AirForce1 landed at @Offutt_AFB with President George W Bush. For 2 hours @US_Stratcom was the center of U.S. nat’l defense
"As the day unfolded, @US_Stratcom received notice that the “secure location” the president would be using was @Offutt_AFB"
.@US_Stratcom worked to identify which planes had been hijacked &amp; monitored the landings of thousands of civilian aircraft.
"When the 2nd plane hit on 9/11, @US_Stratcom understood this was not a fictional threat: America was under attack"
The main purpose of the exercise was to test the military's command and control procedures in the event of nuclear warfare.
"On #September11th 2001, at @Offutt_AFB, @US_Stratcom staff woke up expecting to continue a training exercise"
Sixteen years after the terrorist attacks our nation unites once again to honor the Americans killed on that horrific day.
SOON: I'll speak on #SenateFloor about #September11th &amp; the significant work of @US_Stratcom during the attack: https://t.co/LjzBQmenLH
Agriculture production is the economic engine of #Nebraska. Read more in my column on #NEag here: https://t.co/WGtLL2lsG4
#NeverForget https://t.co/zWwHZ7isBf
It’s #GameDay in Nebraska! #GBR #NoPlaceLikeNE @HuskerFBNation https://t.co/GjRAziVoPX
Terrific meeting with folks from the @NEFarmBureau Leadership Academy today. These young men &amp; women are the future… https://t.co/RmIMEydgZl
RT @NEFarmBureau: NEFB thanks @SenatorFischer for her support of the #KORUS trade agreement. See her letter to President Trump here: https:…
Great to see the Fast family (with a few more additions) again at the #NebraskaBreakfast this morning! https://t.co/4I4tofuIvc
"Today I asked POTUS to uphold #KORUS 

Read my letter here: https://t.co/MIbRkJcnQp #NEAg"
Had a fantastic August meeting with Nebraskans from all around our state. More in my column: https://t.co/gzpq4u6Xpd #HearingFromYou
Introduced the Fast family from Omaha to #FredFischer before their Capitol tour today. #FastFriendsWithFred https://t.co/M84RI1PTwo
"This #LaborDay we celebrate American workers, their incredible work ethic &amp; their countless contributions to the st… https://t.co/78nXOLgwAD"
"...to possess a viable nuclear weapon, which is why I remain committed to strengthening our missile defense to defend against this threat"
"Without significant international action, it’s only a matter of time before #NorthKorea overcomes the technical challenges remaining..."
...it is a significantly more powerful nuclear device than those used in Pyongyang's previous tests.
"We are awaiting further technical details, but early reports indicate..."
The nuclear test conducted by North Korea today is very troubling.
"""Strong and dependable crop insurance remains one of the best tools to help our ag producers plan for the future.”
https://t.co/nRgVzyyh9k"
Excited for the first #Huskers game of the season. #GBR https://t.co/aVlyNOtJJM
Congrats to NE Director of Ag Greg Ibach on his nomination to undersecretary of @USDA. Great choice!  #ProudNebraskan
RT @BDoeschot: . @RuralRadioNet's @bspfarms speaks with @SenatorFischer at the Nebraska State Fair! @krvn https://t.co/sK7APlcASx
RT @NEFarmBureau: Thank you to @SenatorFischer for participating in today’s #Nebraska Agriculture Farm Bill Listening Session.
RT @NTVsSteveWhite: Thanks @SenatorFischer for visiting with @NTVsSaraKirkley at the Nebraska State Fair https://t.co/Ucfo1mitx9
.@NENationalGuard will send 4 helicopters and 23 more soldiers to assist w #Harvey rescue. https://t.co/PkLouDQtni #ProudNebraskan
Proud of the Nebraskans rescuing folks from a nursing home flooded by #HurricaneHarvey. @journalstarnews: https://t.co/cCddiJUGqr
Hope that everyone is enjoying the #NebraskaStateFair - one of my favorite #NETraditions. https://t.co/OwYLTPGfRV
"This week, I will continue my Listening Session tour with a stop in Lincoln. Details: https://t.co/qYWTl8CYUs"
Today I checked in with folks in Nebraska City during a roundtable discussion about #EconomicDevelopment… https://t.co/9z46nDiRFR
Roads are more than lines on a map. They are a vision for the future. Read more in my column: https://t.co/p9K389CjwV
Check out @SecElaineChao's blog on her visit to Nebraska last week: https://t.co/ZAURiJHabg #Infrastructure
#Infrastructure is the backbone of America. It's what keeps us moving every day while supporting our #economy &amp; #nationalsecurity
.@SecElaineChao and I recently discussed #infrastructure w/ NE transportation experts in Omaha
Grateful for our first responders and community volunteers' heroic efforts in rescuing and assisting those in need.
Praying for all those facing destruction from #HurricaneHarvey
I hope to build on our productive discussion as I continue to bring #Nebraska ideas to the #Senate… https://t.co/lpl0CJVjjh
I was pleased to welcome @SecElaineChao to #NE to discuss our state's unique successes and challenges (1/2) https://t.co/Gu44YssYKG
Check out my joint Op-Ed with @SecElaineChao in today’s @OWHnews: https://t.co/7g6l7PxF0F
My statement on President Trump's #AfghanStrategy: https://t.co/r4cOiMpdEz https://t.co/7tYEWPHkl0
Today we saw a breathtaking moment in the NE skies. Read more about #SolarEclipse2017 in my weekly column: https://t.co/slRaNCFqAa
Welcome to all those visiting NE for the #SolarEclipse2017. Be sure to enjoy safely! https://t.co/5HQ2gSsnJt
Keeping the American sailors serving on the USS John S McCain in our prayers. Thanks to all those working hard on the rescue mission efforts
This expressway will provide a new pathway for our state’s producers to bring their world-class products to market and feed the world. 2/2
Proud to attend the Heartland Expressway dedication today in Alliance. 1/2 https://t.co/Reuughqh9z
Just wrapped my first Listening Session of the day. Thanks to folks in Bridgeport for productive conversations this morning. #HearingFromYou
"Early start this AM in Scottsbluff! Met with folks from @LeadershipNE, then stopped by to chat w/ Kevin Mooney at… https://t.co/jptXS3qcdm"
Last night I had a great #EconomicDevelopment roundtable with biz &amp; community leaders in Scottsbluff.… https://t.co/6xunxX8dsf
TUNE IN: I'll be joining @KNEB radio this morning around 7:30am MT to give a Senate update. https://t.co/5TMpXYuFh0
I applaud the administration for negotiating a deal w Argentina to expand market access for NE’s pork producers. https://t.co/tJR2we0zdS
Kicking off my next Listening Session in Sidney. It’s a great day to visit with folks in the NE Panhandle. #HearingFromYou #WesternNebraska
Heartbroken to hear there was yet another terrorist attack today. My condolences to the victims &amp; the people of #Barcelona.
En route to Kimball for a Listening Session where I will hear from Nebraskans &amp; give a Senate update #OnTheRoadInNE #WesternNE
Thank you to my summer interns for their service to Nebraska! More in my weekly column: https://t.co/VWz8YPmJrc https://t.co/StH3zLbG6d
"The hatred, violence &amp; racism displayed in Charlottesville, VA have no place in our society. We must show civility &amp; respect to one another."
Spent this afternoon in Holdrege at the Feed My Starving Children MobilePack. #GreatCause #OnTheRoadInNE @fmsc_org https://t.co/gLLCGrMQgR
"About to begin a roundtable discussion focused on agriculture in Minden, NE. #NEag #FeedTheWorld #HearingFromYou"
Getting ready to hear from Nebraskans during an economic roundtable in Red Cloud. #HearingFromYou #NEbiz
Ready to start a #ListeningSession in Hebron &amp; hear what's on the minds of Nebraskans in this community.
Bruce and I are sorry to learn of Rose Ann Sadlemyer's passing. Our prayers are with @GarySadlemyer &amp; his family during this difficult time
Happy to be in Geneva for a #ListeningSession this afternoon. I always enjoy these productive discussions w Nebraskans! #OnTheRoadInNE
Thanks to Pizza Kitchen in Milford for hosting today's Chamber Luncheon! #LoveNE #NEBiz #Yum https://t.co/6oCk6EqzCy
Good to visit w folks from the Milford Chamber of Commerce &amp; discuss my work in the Senate. #HearingFromYou… https://t.co/vGSHT3SEpS
"It was an honor to pay tribute to Army Cpl. Matthew Alexander of Gretna, NE. He is a hero. More from @GretnaBreeze: https://t.co/dEiPWaFnMB"
Enjoyed giving a U.S. Senate update this morning at the @NebraskaChamber Federal Legislative Summit. #OnTheRoadInNE… https://t.co/YcRcJjiSGv
"As I’ve said repeatedly, the rising #NorthKorea threat reinforces the need for increased US missile defenses to protect the American people."
"If this is true, #NorthKorea is a step closer to being able to carry out an attack on the U.S. https://t.co/2mjDddAZIp"
Soon I’ll start my next Listening Session in Bassett. It’s a great day to visit with Nebraskans in Rock County.  #LoveNebraska
On the way to Ainsworth for my Listening Session with Brown County residents this AM. Looking forward to #HearingFromYou #OnTheRoadInNE
My statement on PenAir: https://t.co/yz0ji8GtHx https://t.co/IaZ9ZCN235
@1011_News Don’t miss these words of advice on life together at age 100 from Nebraskans Maurice &amp; Jean. #TheGoodLife #ProudNebraskan
My column on 3 Senate-passed #bipartisan bills I championed to keep Nebraskans safe &amp; update our telecomm. laws: https://t.co/yHSuqxslll
On #PurpleHeartDay we honor those who have been wounded or killed in the line of duty. #Bravery #Honor https://t.co/smlBPX0aCE
"Wonderful time visiting w folks at Cotner Center in #LNK today. One of the residents, Lillian, is 105 this year!… https://t.co/Xjf6WK5k2b"
"RT @BradSchweer: .@SenatorFischer thanks for joining us @centurylinkoma to talk #IoT and congrats on passage of your DIGIT Act, we apprecia…"
.@JournalStarNews: “Steve Grasz nominated as U.S. Circuit Court judge” Read more: https://t.co/BySY37Nppz
In Omaha this morning speaking at the @UnionPacific NE Express 150th Birthday Breakfast. #OnTheRoadInNE https://t.co/8AeWK91NdW
".@OWHnews on Senate passage of my #DIGITact, #KarisLaw &amp; Spoofing Prevention Act #BipartisanSolutions: https://t.co/o1d6ObNTkG"
Joining @GarySadlemyer live at ~7:35 am CT to talk #NorthKorea &amp; missile defense. Tune in to @kfabnews! https://t.co/nrrKd30a4S
".@POTUS has nominated Steve Grasz, an outstanding Nebraskan, to serve on US Court of Appeals for the 8th Circuit 
https://t.co/VKYvCbDu07"
"Through the #SpoofingPreventionAct, Congress can protect the most vulnerable in our society from fraudulent scams.… https://t.co/zWPBSZlQfS"
Being able to quickly reach 911 in an emergency can save lives; #KarisLaw would ensure families can call for the he… https://t.co/C8FoTzIXtX
The #DIGITact would open up lines of communication between the private and public sector to spur innovation. 2/4 https://t.co/Qh1aNUIs8f
"GOOD NEWS: DIGIT Act, Kari’s Law, &amp; Spoofing Prevention Act all just passed the #Senate. https://t.co/i5ks5laUIY 1/4"
We must change our strategy to protect Americans. Secondary sanctions and enhanced #MissileDefense should form the basis of our approach.
Kim Jong-un has threatened to attack US cities w/ nuclear weapons. His capability to carry out this threat grows w every passing day
"“no good options” is frequently repeated when confronting the NK threat. This may be true, but the gravity of the situation demands action."
I plan to hold hearings in @SASCmajority #STRATFOR subcmte to examine #administrations #MissileDefense review proposed way forward.
The #administration is conducting the first review of ballistic missile threats &amp; our missile defense posture since 2010 #MissileDefense
Deploying more interceptors would add capacity and enable our defenses to better handle ICBM threats #NorthKorea
Rate of NK’s technical progress demands response eg additional ground-based radars &amp; space-based sensors to impve ability to track threats
As chairman of @SASCmajority #STRATFOR subcmte I work w #MissileDefenseAgency directors &amp; STRATCOM commanders to impve our #MissileDefense
We cannot rely on deterrence alone. We must ensure that our missile defense efforts stay ahead of #NorthKorea's accelerating developments.
The Chinese view #NorthKorea through a narrow lens of immediate strategic interest. That is how we must target our actions.
One thing is certain: the principle economic enablers of #NorthKorea are China and Russia.
NK ICBM developments reveal sophisticated program that is pursuing weapons designed for no other purpose than to threaten the U.S. &amp; allies
Last month NK conducted 2 ICBM tests. A number of reports say the 2nd test demonstrated sufficient range to reach much of the United States.
TUNE IN: I will speak on the floor regarding the #NorthKorea threat &amp; U.S. missile defense. https://t.co/bYKRseNmCL
In today’s @OWHopinion I share my thoughts on the #NorthKorea threat &amp; our nation’s missile defense. Read more here: https://t.co/av9cAxlmmf
Our #bipartisan #bicameral bill will positively impact people’s lives and help make #paidleave available to more Am… https://t.co/OdMh2ElMmJ
Intro'd new version of #paidleave bill I’ve worked on for years w @SenAngusKing  @RepTerriSewell @MikeKellyPA https://t.co/VFOmWhAQbO
Corporal Matthew Alexander is truly a hero. He served with compassion &amp; respect. It is an honor to tell his story. #NEheroes
"As Matthew’s father Mel put it, “Matthew had two passions, music and the military.”"
"To honor Matthew, his family established Matt’s Music Memorial. The charity helps children who love music but can’t afford an instrument"
"Corporal Alexander was laid to rest on May 18, 2007 in Nebraska. Over 1500 people attended to say their final goodbyes."
"On May 6th Matthew spoke to his mother &amp; Kara for the last time. A few days later an IED detonated near him, killing him instantly."
"When Mathew returned to Baqubah, Iraq his unit encountered fierce fighting likened to the close-quarters combat of #Vietnam."
"He returned home from combat and in February of 2007 married his childhood sweetheart, Kara, on Valentine’s Day."
"Matthew’s unit deployed to Mosul, Iraq where they assisted with the training of the Iraqi militia #OperationIraqiFreedom"
Matthew enlisted in the Army shortly before graduating from Gretna High School in May of 2004 and shipped off to Basic Training that summer
"Matthew always wanted to be a soldier, but the 9/11 terrorist attacks further solidified his desire to defend our country. #USA"
"Today I rise to honor the life &amp; service of Army Corporal Matthew Alexander, a native of Gretna, Nebraska. #NEheroes"
SOON: Continuing my tribute to #NEheroes on the #SenateFloor. Watch live: https://t.co/RJtEiaOVPO
.@POTUS just issued a Major Disaster Declaration for NE to help our communities recover from June’s storms https://t.co/q61fdFDuoB
#Eclipse2017 is coming &amp; it might be one of the biggest events in NE history. @OWHnews w eclipse tips: https://t.co/CjnkLKBNuX
Led #NEdelegation in letter to @POTUS requesting a disaster declaration following last month’s storms: https://t.co/toZDlCl5tS #Rebuilding
My statement on today’s North Korea missile test-launch: https://t.co/KItaSH8Xvx https://t.co/INgAgCgNWw
My statement on the Senate's Obamacare vote: https://t.co/xeBj7JYKax https://t.co/2E2MdYkPNc
Members of Congress shouldn’t get a special deal. I’m a cosponsor of @SenRonJohnson amdt to eliminate exchange benefits for reps. &amp; senators
"Nebraskans have until August 28, 2017 to send in comments on the @EPA’s new proposed rule. Submit your comment here: https://t.co/pmOBBmHzwj"
Good news: @EPA formally proposed withdrawal of #WOTUS rule. This misguided policy would have hurt all Nebraskans https://t.co/ekjuQeD4eO
Met w a great group of young Nebraskans visiting the Senate w @ALBoysNation &amp; #GirlsNation to see firsthand how gov… https://t.co/2PSRjPOV79
"Wonderful discussion w @JDRF #T1D advocates Jackson, Sadie, Maddie &amp; Sawyer during their Children’s Congress trip.… https://t.co/Eb2KzipNji"
RT @SenateCommerce: WATCH LIVE: @SenJohnThune convenes hearing for four nominees https://t.co/k1I1pZYrqG
"Took time to thank our summer interns at the #NEbreakfast. Thanks to Amanda, Justus, Molly &amp; all NE delegation inte… https://t.co/jRmNJYgNPn"
My statement on the #Senate Motion to Proceed vote: https://t.co/XcyEUnvBKg
"In this week’s column, I discuss my efforts to preserve the legacy of #NEvets with the #VeteransHistoryProject  https://t.co/WFpIYBYoKd"
Enjoyed touring @TandTNews facility today. They're doing great work to help Nebraskans navigate global travel in a… https://t.co/cPvritNfNW
Wonderful visit to the Intercultural Senior Center in South Omaha today. I enjoyed learning about the center's vari… https://t.co/7IR0ehEBbk
.@SenJohnMcCain is a national treasure in every sense of the word. Bruce &amp; I have no doubt he'll take this on with strength &amp; resilience.
Delivered stories of 20 #NEvets to the Veterans History Project today. Thanks @LibraryCongress for preserving these… https://t.co/ZmNvUY4Zpe
I agree https://t.co/esLkTMzUpn
RT @NebHospice: Thank you to @SenatorFischer for meeting with Nebraska's hospice and palliative care advocates as part of the 2017 Advocacy…
Good to meet today with Lt. Gen. Sam Greaves in his new role as Director of the Missile Defense Agency. More:… https://t.co/PcnRL4O2ui
"Asking Qs now at @SenateCommerce hearing on the nomination of @AjitPaiFCC, @JRosenworcel, &amp; @BrendanCarrFCC WATCH: https://t.co/421T7kKFbT"
"RT @SenateCommerce: WATCH LIVE: @SenJohnThune convenes nomination hearing for @AjitPaiFCC, @JRosenworcel, and @BrendanCarrFCC https://t.co/…"
The #NebraskaBreakfast is a great way to get updates from your NE delegation. More info on future breakfasts here:… https://t.co/nYfxe2zDx6
Happy 60th b-day to @ValentinosPizza the best pizza around! Wonderful to see this fabulous #LNK business thriving https://t.co/IEqPpU258C🍕
Taking a quick #selfie with @BoyScouts from the Omaha area who are part of Mid-America Council Troop 2331. #Scouting https://t.co/HeiKHx16uR
Was happy to welcome my friend Jim Mullen and his family to the U.S. Capitol today. https://t.co/ilveKivgCS
A productive meeting w @NEFarmBureau young farmers and ranchers this afternoon. These folks are the future of #NEag https://t.co/IJyZjANEMX
RT @SecretarySonny: At #MadeInAmerica event at @WhiteHouse. Beef from Nebraska (now can ship to China) &amp; leather products from South Dakota…
"In this week’s column, I discuss my efforts to cut gov’t #redtape so more Nebraska families can thrive. Read: https://t.co/4tjMOkuSVW"
Wishing my friend @SenJohnMcCain a swift recovery.
Good read in @OWHopinion today on the growing #NorthKorea threat &amp; my work on @SASCMajority to address it: https://t.co/XEhjjTpSro
"Yesterday, I spoke to @NationalFFA students from Holdrege about their ag experience &amp; my work for #NEag in the Sena… https://t.co/LJgnjSY6qo"
RT @SASCMajority: Happening now - SASC hearing on the attempted coup in Montenegro &amp; malign Russian influence in Europe - watch live: https…
Tomorrow my staff will host office hours in Cedar and Pierce counties. Stop by for answers to your Qs. More: https://t.co/Ijp9hI81Gt
I’ll be asking Qs at @SenateAging hearing on proper nutrition for older Americans. Watch: https://t.co/wouRKS0lVD
Another successful Nebraska Breakfast! One of NE’s greatest traditions since 1943. #LoveNE https://t.co/ozmFN3DZTH
My statement on August in the Senate: https://t.co/Uc6EGhqQrb
THAAD plays a key role in our layered missile defense system against evolving threats like #NorthKorea.
Congratulations to our military on another successful THAAD intercept test. https://t.co/asG8ZzyMgK
RT @SenJohnMcCain: Heading to #SASC hearing on the nomination for @USNavy Secretary - watch live: https://t.co/O6Agasu5Sr
#Senate just confirmed Neomi Rao as #OIRA Administrator. I’m continuing my efforts to #CutRedTape. More:… https://t.co/ougDL1KO5G
"Thanks to our interns Seth, Molly, and Justus for all their hard work! More info on #TeamFischer internships:… https://t.co/t3iXAp0nBU"
Read my weekly column about #NorthKorea &amp; the growing threat of its rogue regime: https://t.co/VwITBKt3fo
TOMORROW: Need help navigating the fed gov’t? My staff will host local office hours in Furnas/Harlan counties tomor… https://t.co/2zvgs3AfyG
Proud to be at ribbon cutting for Hwy 133 in Blair made possible by the Build Nebraska Act. #LoveMyRoads #LB84… https://t.co/phDL2uWiGk
Enjoyed talking with folks about local economic development during my roundtable in Tekamah this afternoon.… https://t.co/ufh48ihDaA
Lovely trip to the Blair Library. Wonderful part of a great Nebraska Community. #SummerReading https://t.co/2OcHH0Pz1E
Proud to at ribbon cutting for Hwy 133 in Blair made possible by the Build Nebraska Act. #LoveMyRoads #LB84 #BuildNE https://t.co/ynXBBLYxG6
RT @GovRicketts: Getting ready to cut the ribbon on Highway 133 near Blair. @SenatorFischer's Build Nebraska Act is helping connect communi…
"Informative convo w community members &amp; business owners at roundtable in Columbus, NE this afternoon. #LoveNE… https://t.co/bx7gPHDkfk"
